"Razão Social","CPF/CNPJ","Lote","Status","Item","Descrição","Unidade","Marca","Modelo","Quantidade","Vl. Unit.","Vl. Total"
"OLLA MAGNETICA LTDA","14733837000154","1","HOMOLOGADO","1","Sistema Eletrônico para Controle e Afastamento de Pombos por Pulsos Eletromagnéticos (Aquisição);- Instalação do Sistema Completo (Serviço);- Especificação completa conforme Anexo I – Termo de Referência.","SERV","PIGEONS","LH120","1,0000","19600,0000","19600,00000000"
